"","variable","dummyVariable","typeEnd","databaseStart","variableStart","typeStart","recEnd","numValidCat","catLabel","catLabelLong","units","recStart","catStartLabel","variableStartShortLabel","variableStartLabel","notes"
"1296","GEOGPRV","GEOGPRV_cat11_10","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::GEOAGPRV, cchs2003_p::GEOCGPRV, cchs2005_p::GEOEGPRV, cchs2015_2016_p::GEO_PRV, cchs2017_2018_p::GEO_PRV, cchs2009_s::GEO_PRV, cchs2010_s::GEO_PRV, cchs2012_s::GEO_PRV, [GEOGPRV]","cat","59","11","BC","British Columbia","N/A","59","British Columbia","Province","Province of residence of respondent (G)",""
"1297","GEOGPRV","GEOGPRV_cat11_11","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::GEOAGPRV, cchs2003_p::GEOCGPRV, cchs2005_p::GEOEGPRV, cchs2015_2016_p::GEO_PRV, cchs2017_2018_p::GEO_PRV, cchs2009_s::GEO_PRV, cchs2010_s::GEO_PRV, cchs2012_s::GEO_PRV, [GEOGPRV]","cat","60","11","YT/NT/NU","Yukon/NWT/Nunavut","N/A","[60,62]","Yukon/NWT/Nunavut","Province","Province of residence of respondent (G)","CCHS2015_2016 and CCHS2017_2018 divides category into Yukon (60), NWT (61), and Nunavut (62)"
"1298","GEOGPRV","GEOGPRV_cat11_NA::a","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::GEOAGPRV, cchs2003_p::GEOCGPRV, cchs2005_p::GEOEGPRV, cchs2015_2016_p::GEO_PRV, cchs2017_2018_p::GEO_PRV, cchs2009_s::GEO_PRV, cchs2010_s::GEO_PRV, cchs2012_s::GEO_PRV, [GEOGPRV]","cat","NA::a","11","not applicable","not applicable","N/A","96","not applicable","Province","Province of residence of respondent (G)",""
"1299","GEOGPRV","GEOGPRV_cat11_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::GEOAGPRV, cchs2003_p::GEOCGPRV, cchs2005_p::GEOEGPRV, cchs2015_2016_p::GEO_PRV, cchs2017_2018_p::GEO_PRV, cchs2009_s::GEO_PRV, cchs2010_s::GEO_PRV, cchs2012_s::GEO_PRV, [GEOGPRV]","cat","NA::b","11","missing","missing","N/A","[97,99]","don't know (97), refusal (98), not stated (99)","Province","Province of residence of respondent (G)",""
"1300","GEOGPRV","GEOGPRV_cat11_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::GEOAGPRV, cchs2003_p::GEOCGPRV, cchs2005_p::GEOEGPRV, cchs2015_2016_p::GEO_PRV, cchs2017_2018_p::GEO_PRV, cchs2009_s::GEO_PRV, cchs2010_s::GEO_PRV, cchs2012_s::GEO_PRV, [GEOGPRV]","cat","NA::b","11","missing","missing","N/A","else","else","Province","Province of residence of respondent (G)",""
"1301","HCU_1AA","HCU_1AA_cat2_1","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::TWDA_5, cchs2003_p::HCUC_1AA, cchs2005_p::HCUE_1AA, cchs2015_2016_p::PHC_020, cchs2017_2018_p::PHC_020, [HCU_1AA]","cat","1","2","Yes","Yes (Has regular medical doctor)","N/A","1","Yes (Has regular medical doctor)","Has regular medical doctor","Do you have a regular medical doctor?","In 2015-2018, question was reworded to ""Do you have a regular health care provider?"""
"1302","HCU_1AA","HCU_1AA_cat2_2","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::TWDA_5, cchs2003_p::HCUC_1AA, cchs2005_p::HCUE_1AA, cchs2015_2016_p::PHC_020, cchs2017_2018_p::PHC_020, [HCU_1AA]","cat","2","2","No","No (Does not have regular medical doctor)","N/A","2","No (Does not have regular medical doctor)","Has regular medical doctor","Do you have a regular medical doctor?",""
"1303","HCU_1AA","HCU_1AA_cat2_NA::a","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::TWDA_5, cchs2003_p::HCUC_1AA, cchs2005_p::HCUE_1AA, cchs2015_2016_p::PHC_020, cchs2017_2018_p::PHC_020, [HCU_1AA]","cat","NA::a","2","not applicable","not applicable","N/A","6","not applicable","Has regular medical doctor","Do you have a regular medical doctor?",""
"1304","HCU_1AA","HCU_1AA_cat2_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::TWDA_5, cchs2003_p::HCUC_1AA, cchs2005_p::HCUE_1AA, cchs2015_2016_p::PHC_020, cchs2017_2018_p::PHC_020, [HCU_1AA]","cat","NA::b","2","missing","missing","N/A","[7,9]","don't know (7); refusal (8); not stated (9)","Has regular medical doctor","Do you have a regular medical doctor?",""
"1305","HCU_1AA","HCU_1AA_cat2_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2011_2012_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2017_2018_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::TWDA_5, cchs2003_p::HCUC_1AA, cchs2005_p::HCUE_1AA, cchs2015_2016_p::PHC_020, cchs2017_2018_p::PHC_020, [HCU_1AA]","cat","NA::b","2","missing","missing","N/A","else","else","Has regular medical doctor","Do you have a regular medical doctor?",""
"1306","HUIDCOG","HUIDCOG_cat6_1","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADCOG, cchs2003_p::HUICDCOG, cchs2005_p::HUIEDCOG, cchs2015_2016_p::HUIDVCOG, [HUIDCOG]","cat","1","6","No cognit prob","No cognition problems","N/A","1","No cognit prob","HUI Cognition","Cognition prob. - function code - (D)","CCHS 2007 onwards uses cognition levels which coincide with HUI Mark 3"
"1307","HUIDCOG","HUIDCOG_cat6_2","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADCOG, cchs2003_p::HUICDCOG, cchs2005_p::HUIEDCOG, cchs2015_2016_p::HUIDVCOG, [HUIDCOG]","cat","2","6","Little difficult","Little difficulty","N/A","2","Little difficulty","HUI Cognition","Cognition prob. - function code - (D)",""
"1308","HUIDCOG","HUIDCOG_cat6_3","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADCOG, cchs2003_p::HUICDCOG, cchs2005_p::HUIEDCOG, cchs2015_2016_p::HUIDVCOG, [HUIDCOG]","cat","3","6","Some forgetful","Some forgetful","N/A","3","Some forgetful","HUI Cognition","Cognition prob. - function code - (D)",""
"1309","HUIDCOG","HUIDCOG_cat6_4","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADCOG, cchs2003_p::HUICDCOG, cchs2005_p::HUIEDCOG, cchs2015_2016_p::HUIDVCOG, [HUIDCOG]","cat","4","6","Forget/dif think","Forgetful/difficulty thinking","N/A","4","Forget/dif think","HUI Cognition","Cognition prob. - function code - (D)",""
"1310","HUIDCOG","HUIDCOG_cat6_5","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADCOG, cchs2003_p::HUICDCOG, cchs2005_p::HUIEDCOG, cchs2015_2016_p::HUIDVCOG, [HUIDCOG]","cat","5","6","Very forgetful","Very forgetful","N/A","5","Very forgetful","HUI Cognition","Cognition prob. - function code - (D)",""
"1311","HUIDCOG","HUIDCOG_cat6_6","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADCOG, cchs2003_p::HUICDCOG, cchs2005_p::HUIEDCOG, cchs2015_2016_p::HUIDVCOG, [HUIDCOG]","cat","6","6","Can't remember","Can't remember","N/A","6","Can't remember","HUI Cognition","Cognition prob. - function code - (D)",""
"1312","HUIDCOG","HUIDCOG_cat6_NA::a","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADCOG, cchs2003_p::HUICDCOG, cchs2005_p::HUIEDCOG, cchs2015_2016_p::HUIDVCOG, [HUIDCOG]","cat","NA::a","6","not applicable","not applicable","N/A","96","not applicable","HUI Cognition","Cognition prob. - function code - (D)",""
"1313","HUIDCOG","HUIDCOG_cat6_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADCOG, cchs2003_p::HUICDCOG, cchs2005_p::HUIEDCOG, cchs2015_2016_p::HUIDVCOG, [HUIDCOG]","cat","NA::b","6","missing","missing","N/A","[97,99]","don't know (97); refusal (98); not stated (99)","HUI Cognition","Cognition prob. - function code - (D)","CCHS 2001, 2015-2018 does not include don't know (97) or refusal (98)"
"1314","HUIDCOG","HUIDCOG_cat6_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADCOG, cchs2003_p::HUICDCOG, cchs2005_p::HUIEDCOG, cchs2015_2016_p::HUIDVCOG, [HUIDCOG]","cat","NA::b","6","missing","missing","N/A","else","else","HUI Cognition","Cognition prob. - function code - (D)",""
"1315","HUIDEMO","HUIDEMO_cat5_1","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADEMO, cchs2003_p::HUICDEMO, cchs2005_p::HUIEDEMO, cchs2015_2016_p::HUIDVEMO, [HUIDEMO]","cat","1","5","Happy in life","Happy in life","N/A","1","Happy in life","HUI Emotion","Emotional problems - function code - (D)","CCHS 2007 onwards uses emotional levels which coincide with HUI Mark 3"
"1316","HUIDEMO","HUIDEMO_cat5_2","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADEMO, cchs2003_p::HUICDEMO, cchs2005_p::HUIEDEMO, cchs2015_2016_p::HUIDVEMO, [HUIDEMO]","cat","2","5","Somewhat happy","Somewhat happy","N/A","2","Somewhat happy","HUI Emotion","Emotional problems - function code - (D)",""
"1317","HUIDEMO","HUIDEMO_cat5_3","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADEMO, cchs2003_p::HUICDEMO, cchs2005_p::HUIEDEMO, cchs2015_2016_p::HUIDVEMO, [HUIDEMO]","cat","3","5","Somewhat unhappy","Somewhat unhappy","N/A","3","Somewhat unhappy","HUI Emotion","Emotional problems - function code - (D)",""
"1318","HUIDEMO","HUIDEMO_cat5_4","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADEMO, cchs2003_p::HUICDEMO, cchs2005_p::HUIEDEMO, cchs2015_2016_p::HUIDVEMO, [HUIDEMO]","cat","4","5","Very unhappy","Very unhappy","N/A","4","Very unhappy","HUI Emotion","Emotional problems - function code - (D)",""
"1319","HUIDEMO","HUIDEMO_cat5_5","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADEMO, cchs2003_p::HUICDEMO, cchs2005_p::HUIEDEMO, cchs2015_2016_p::HUIDVEMO, [HUIDEMO]","cat","5","5","Life not worth","Life not worth","N/A","5","Life not worth","HUI Emotion","Emotional problems - function code - (D)",""
"1320","HUIDEMO","HUIDEMO_cat5_NA::a","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADEMO, cchs2003_p::HUICDEMO, cchs2005_p::HUIEDEMO, cchs2015_2016_p::HUIDVEMO, [HUIDEMO]","cat","NA::a","5","not applicable","not applicable","N/A","6","not applicable","HUI Emotion","Emotional problems - function code - (D)",""
"1321","HUIDEMO","HUIDEMO_cat5_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADEMO, cchs2003_p::HUICDEMO, cchs2005_p::HUIEDEMO, cchs2015_2016_p::HUIDVEMO, [HUIDEMO]","cat","NA::b","5","missing","missing","N/A","[7,9]","don't know (7); refusal (8); not stated (9)","HUI Emotion","Emotional problems - function code - (D)","CCHS 2001, 2015-2018 does not include don't know (7) or refusal (8)"
"1322","HUIDEMO","HUIDEMO_cat5_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADEMO, cchs2003_p::HUICDEMO, cchs2005_p::HUIEDEMO, cchs2015_2016_p::HUIDVEMO, [HUIDEMO]","cat","NA::b","5","missing","missing","N/A","else","else","HUI Emotion","Emotional problems - function code - (D)",""
"1323","HUIDHSI","N/A","cont","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADHSI, cchs2003_p::HUICDHSI, cchs2005_p::HUIEDHSI, cchs2015_2016_p::HUIDVHSI, [HUIDHSI]","cont","copy","N/A","HUI score","Health Utility Index (HUI3) - (D)","N/A","[-0.359,1]","Health Utility Index (HUI3) - (D)","Overall HUI","Categorical Health Utility Index (HUI3)",""
"1324","HUIDHSI","N/A","cont","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADHSI, cchs2003_p::HUICDHSI, cchs2005_p::HUIEDHSI, cchs2015_2016_p::HUIDVHSI, [HUIDHSI]","cont","NA::a","N/A","not applicable","not applicable","N/A","99.996","not applicable (99.996)","Overall HUI","Categorical Health Utility Index (HUI3)",""
"1325","HUIDHSI","N/A","cont","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADHSI, cchs2003_p::HUICDHSI, cchs2005_p::HUIEDHSI, cchs2015_2016_p::HUIDVHSI, [HUIDHSI]","cont","NA::b","N/A","missing","missing","N/A","[99.997,99.999]","don't know (99.997), refusal (99.998), not stated (99.999)","Overall HUI","Categorical Health Utility Index (HUI3)",""
"1326","HUIDHSI","N/A","cont","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADHSI, cchs2003_p::HUICDHSI, cchs2005_p::HUIEDHSI, cchs2015_2016_p::HUIDVHSI, [HUIDHSI]","cont","NA::b","N/A","missing","missing","N/A","else","else","Overall HUI","Categorical Health Utility Index (HUI3)",""
"1327","HUIDHSI_cat10","HUIDHSI_cat10_1","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADHSI, cchs2003_p::HUICDHSI, cchs2005_p::HUIEDHSI, cchs2015_2016_p::HUIDVHSI, [HUIDHSI]","cont","1","10","Decile 1","Decile 1","N/A","[-0.359,-0.2231)","Decile 1","Overall HUI","Categorical Health Utility Index (HUI3)",""
"1328","HUIDHSI_cat10","HUIDHSI_cat10_2","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADHSI, cchs2003_p::HUICDHSI, cchs2005_p::HUIEDHSI, cchs2015_2016_p::HUIDVHSI, [HUIDHSI]","cont","2","10","Decile 2","Decile 2","N/A","[-0.2231,-0.0872)","Decile 2","Overall HUI","Categorical Health Utility Index (HUI3)",""
"1329","HUIDHSI_cat10","HUIDHSI_cat10_3","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADHSI, cchs2003_p::HUICDHSI, cchs2005_p::HUIEDHSI, cchs2015_2016_p::HUIDVHSI, [HUIDHSI]","cont","3","10","Decile 3","Decile 3","N/A","[-0.0872,0.0487)","Decile 3","Overall HUI","Categorical Health Utility Index (HUI3)",""
"1330","HUIDHSI_cat10","HUIDHSI_cat10_4","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADHSI, cchs2003_p::HUICDHSI, cchs2005_p::HUIEDHSI, cchs2015_2016_p::HUIDVHSI, [HUIDHSI]","cont","4","10","Decile 4","Decile 4","N/A","[0.0487,0.1846)","Decile 4","Overall HUI","Categorical Health Utility Index (HUI3)",""
"1331","HUIDHSI_cat10","HUIDHSI_cat10_5","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADHSI, cchs2003_p::HUICDHSI, cchs2005_p::HUIEDHSI, cchs2015_2016_p::HUIDVHSI, [HUIDHSI]","cont","5","10","Decile 5","Decile 5","N/A","[0.1846,0.3205)","Decile 5","Overall HUI","Categorical Health Utility Index (HUI3)",""
"1332","HUIDHSI_cat10","HUIDHSI_cat10_6","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADHSI, cchs2003_p::HUICDHSI, cchs2005_p::HUIEDHSI, cchs2015_2016_p::HUIDVHSI, [HUIDHSI]","cont","6","10","Decile 6","Decile 6","N/A","[0.3205,0.4564)","Decile 6","Overall HUI","Categorical Health Utility Index (HUI3)",""
"1333","HUIDHSI_cat10","HUIDHSI_cat10_7","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADHSI, cchs2003_p::HUICDHSI, cchs2005_p::HUIEDHSI, cchs2015_2016_p::HUIDVHSI, [HUIDHSI]","cont","7","10","Decile 7","Decile 7","N/A","[0.4564,0.5923)","Decile 7","Overall HUI","Categorical Health Utility Index (HUI3)",""
"1334","HUIDHSI_cat10","HUIDHSI_cat10_8","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADHSI, cchs2003_p::HUICDHSI, cchs2005_p::HUIEDHSI, cchs2015_2016_p::HUIDVHSI, [HUIDHSI]","cont","8","10","Decile 8","Decile 8","N/A","[0.5923,0.7282)","Decile 8","Overall HUI","Categorical Health Utility Index (HUI3)",""
"1335","HUIDHSI_cat10","HUIDHSI_cat10_9","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADHSI, cchs2003_p::HUICDHSI, cchs2005_p::HUIEDHSI, cchs2015_2016_p::HUIDVHSI, [HUIDHSI]","cont","9","10","Decile 9","Decile 9","N/A","[0.7282,0.8641)","Decile 9","Overall HUI","Categorical Health Utility Index (HUI3)",""
"1336","HUIDHSI_cat10","HUIDHSI_cat10_10","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADHSI, cchs2003_p::HUICDHSI, cchs2005_p::HUIEDHSI, cchs2015_2016_p::HUIDVHSI, [HUIDHSI]","cont","10","10","Decile 10","Decile 10","N/A","[0.8641,1]","Decile 10","Overall HUI","Categorical Health Utility Index (HUI3)",""
"1337","HUIDHSI_cat10","HUIDHSI_cat10_NA::a","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADHSI, cchs2003_p::HUICDHSI, cchs2005_p::HUIEDHSI, cchs2015_2016_p::HUIDVHSI, [HUIDHSI]","cont","NA::a","10","not applicable","not applicable","N/A","99.996","not applicable (99.996)","Overall HUI","Categorical Health Utility Index (HUI3)",""
"1338","HUIDHSI_cat10","HUIDHSI_cat10_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADHSI, cchs2003_p::HUICDHSI, cchs2005_p::HUIEDHSI, cchs2015_2016_p::HUIDVHSI, [HUIDHSI]","cont","NA::b","10","missing","missing","N/A","[99.997,99.999]","don't know (99.997), refusal (99.998), not stated (99.999)","Overall HUI","Categorical Health Utility Index (HUI3)",""
"1339","HUIDHSI_cat10","HUIDHSI_cat10_NA::b","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADHSI, cchs2003_p::HUICDHSI, cchs2005_p::HUIEDHSI, cchs2015_2016_p::HUIDVHSI, [HUIDHSI]","cont","NA::b","10","missing","missing","N/A","else","else","Overall HUI","Categorical Health Utility Index (HUI3)",""
"1340","HUIDHSI_cat20","HUIDHSI_cat20_1","cat","cchs2001_p, cchs2003_p, cchs2005_p, cchs2007_2008_p, cchs2009_2010_p, cchs2010_p, cchs2012_p, cchs2013_2014_p, cchs2014_p, cchs2015_2016_p, cchs2009_s, cchs2010_s, cchs2012_s","cchs2001_p::HUIADHSI, cchs2003_p::HUICDHSI, cchs2005_p::HUIEDHSI, cchs2015_2016_p::HUIDVHSI, [HUIDHSI]","cont","1","20","Group 1","Group 1","N/A","[-0.359,-0.29105)","Group 1","Overall HUI","Categorical Health Utility Index (HUI3)",""
